clean_text,label
추천 촬영 지 황산 도 하이 다 나노 프로 ND mm 필터 추천 촬영 지 황산 도 하이 다 나노 프로 ND mm 필터 안녕하세요 저 는 사진 IT 크리에이터 자유 분방 입니다 이전 글 에서 하이 다 자기 필터 키트 를 소개 해드렸습니다 기본 적 으로 ND 필터 는 선글라스 처럼 빛 의 양 을 줄 이고 셔터스피드 를 느리게 해주는 중성 밀도 필터 로 특별한 사진 을 찍 을 때 사용 하기 좋은 필터 입니다 ND 필터 는 다양한 종류 가 있는데요 이전 글 에서 소개 해드린 하이 다 자기 필터 키트 에는 ND 이 들어있었고 이번 글 에서는 mm 고정 필터 로 ND 값 을 보여주는 필터 를 소개 해드리겠습니다 용도 는 조금 다를 수 있겠지만 ND 는 낮 에 사용 하면 를 넘지 않는 경우 가 많아 릴리 즈 없이도 편안하게 촬영 할 수 있다는 장점 이 있습니다 낮 에 지나가는 보행자 의 모습 을 숨기거나 해변 에서 정도 의 장시간 노출 로 촬영 하여 차분한 사진 을 찍는 용도 로 사용 합니다 하이 다 나노 프로 ND 플라스틱 케이스 에는 ND 필터 와 ND 촬영 시 계산 하기 쉬운 작은 테이블 이 있는 카드 가 들어 있습니다 ND 촬영,4
무선 핀 마이크 Godox Move Link M 일주일 후 면 서울 에 벚꽃 이 피기 시작 합니다 그래서 많은 분 들 이 야외 촬영 을 준비 하고 계실 텐데요 하지만 사진 이 아닌 영상 이 라면 야외 에서 발생 하는 다양한 소음 으로부터 자유로울 수 는 없습니다 도심 속 차량 소음 인파 로 인한 소란 산 과 바다 의 바람 과 파도 등 은 야외 촬영 시 콘텐츠 전달 을 방해 하고 콘텐츠 수준 을 떨어뜨리는 등 의 문제 를 일으킵니다 핀 마이크 는 이러한 문제 들 에 대한 대안 으로 주목 받고 있습니다 핀 마이크 는 카메라 나 스마트폰 에서 소리 를 직접 수신 하지 않고 말 하는 사람 의 옷 에 마이크 를 부착 해 소리 를 수집 하기 때문 에 주변 소음 으로부터 비교 적 자유롭습니다 오늘 은 Godox 에서 출시 한 무선 핀 마이크 시스템 Move Link 의 구 매 후기 를 공유 해드리고자 합니다 Godox Move Link M KIT 무선 핀 마이크 시스템 M 과 M 키트 출시 가격 은 대 Godox Move Link 키트 는 현재 공식 수입 사인 Gauphoto 에서 판매 중 입니다 원래 는 M 과 M 키트 가 있지만 웹사이트 에서는 M 키트 만 판매 하고 있습니다 M 과 M 의 차이점 은 충전 케이스 의 존재 와 송신기 의 수입 니 다 M 은 송신기 개 와 수신기 개 가 있는 반면 M 는 송신기 개 가 있습니다,4
광양 매화 마을 에 봄 이 왔어요 봄 을 부러워하는 봄 추위 에도 불구 하고 섬진강 변 매화 마을 에는 동화 처럼 봄 이 머물고 있어요 문득 따뜻한 햇살 에 올려다보니 꽃 향기 가득한 당신 이 찾아왔어요 그래서 봄 이 오면 매년 이면 가장 먼저 떠오르는 눈 처럼 하얀 광양 매화 마을 로 봄 여행 을 떠났어요 주말 에 눈 이 꼭 내린다고 예 보되 어 광양 매화 마을 에 가는 것 을 망설였어요 겨울 내내 은둔 과 고립 속 에서 지내 왔으니 뭔가 역 동 적 인 움직임 이 필요할 것 같았어요 그래서 봄 여행 을 강행 하기로 했어요 경기 북부 에서 하루 동안 떠나는 일정 이라 이른 아침 부터 시간 을 쫓았어요 다행히 도로 가 막히지 않아서 코로나 때문 인지 가끔 눈 이 내리는 악천후 때문 인지 비교 적 여유 로 웠 어 요 오전 비 와 눈 이 섞인 서울 의 모습 이었습니다 날씨 는 이미 포기 했어요 어제 금요일 부터 일요일 까지 비 가 온다는 소식 에 집 에서 나가는 데 만 집중 하게 되었습니다 그래도 먼 길 을 가야 했기에 기대했던 여행 이었고 비 가 그 치기 를 바랐습니다 목적지 인 전라도 광양 매화 마을 까지 가는 데 무려 이 걸렸습니다 가끔 햇살 이 비치 기는 했지만 여전히 흐리고 비 가 살짝 내리고 있었습니다 하지만 다행 인 것 은 꽃잎 이 색 을 더 해줬다는 것 입니다,4
올 페이 의 렌즈 미리보기 소니 FE PZ mm F G SELP G 프롤로그 여행 에 정말 즐겨 사용 하던 렌즈 가 있었습니다 바로 SEL Z 였습니다 그리고 이제 그 후속 렌즈 가 완전히 다른 형태 로 등장 했습니다 초점거리 와 조리개 숫자 를 제외 하면 비슷한 것 이 없는 듯 합니다 SELP G 는 파워 줌 을 탑재 한 초소 형 초 경량 초 광각 줌 렌즈 입니다 슈퍼 가 많고 실제 사양 이 모두 그것 을 증명 합니다 일반 적 으로 파워 줌 렌즈 라고 하면 비디오 전용 렌즈 라고 생각 합니다 하지만 이 렌즈 는 비디오 뿐 만 아니라 사진 도 커버 하기 위해 많은 독특한 디자인 을 적용 했습니다 물론 G 렌즈 답 게 전체 적 인 조작성 과 화질 은 매우 높습니다 어떤 특별한 기능 이 있는지 간단히 살펴보겠습니다 사양 렌즈 렌즈 이름 FE PZ mm F G 모델 이름 SELP G 지원 하는 이미 징 표면 mm 풀 프레임 지원 하는 마운트 E 마운트 전통 적 으로 mm 는 매우 인기 있는 화각 입니다 줌 렌즈 에서 mm mm mm 는 항상 완전한 세트 로 간주 됩니다 소니 는 또한 풀 프레임 E 마운트 초기 에 SEL Z 렌즈 를 빠르게 출시 했습니다 해당,4
ND 필터 장시간 노출 촬영 방법 하이 다 자기 필터 키트 ND ND 필터 장시간 노출 촬영 방법 하이 다 자기 필터 키트 ND 안녕하세요 저 는 사진 IT 크리에이터 자유 훈방 입니다 사진 에서 장시간 노출 촬영 은 하나 의 분야 라고 할 수 있습니다 저 의 경우 가장 흔한 분야 인 인물 촬영 에는 별로 관심 이 없습니다 제 가 처음 사진 을 찍기 시작 한 이유 는 야경 이나 장시간 노출 촬영 이었습니다 요즘 인기 있는 사진 들 이 몇 가지 있는데요 오래전 부터 ND 필터 로 촬영 하는 방법 이라고 생각 합니다 이 촬영 기법 에서 중요한 것 을 하나 꼽으라 면 ND 필터 일 것 입니다 ND 필터 에 따라 비네팅 이나 색상 변화 등 의도 치 않은 사진 이 나올 수도 있습니다 편의 성 측면 에서는 편의 성 측면 이 있습니다 ND 필터 를 자석 으로 쉽게 부착 하고 사용 할 수 있는 것 과 그렇지 않은 것 의 차이는 낮 에 장시간 노출 사진 을 찍 을 때 번거로울 수 있습니다 따라서 아래 에서 ND 필터 와 하이 다 자석 필터 키트 를 사용 하여 사진 을 찍는 방법 을 소개 합니다 하이 다 자석 필터 키트 로 찍은 사진 위 의 사진 을 보면 초 의 장시간 동안 촬영 한 것 을 알 수 있습니다,4
화목 한 가족 을 위 한 초리골 초호펜션 소개 코로나 때문 에 집 에 캠핑 장비 가 많이 널려 있고 방치 하면 캠핑 장비 가 망가지지 않을까 걱정 이 많았어요 저 처럼 코로나 불안 에 캠핑 을 못 가는 사람 도 있겠지만 신경 안 쓰고 캠핑 을 가는 사람 도 많은 듯 해요 음 각자 의 의견 을 존중 해야 방역 수 칙 을 지키면서 갈 수 있으니까 요 어쨌거 나 코로나 이후 로 반 강제 적 으로 여행 횟수 가 줄었는데 얼마 전 집 에서 멀지 않은 조용한 곳 에서 여기저기 할 수 있는 곳 을 찾다가 한 군데 를 찾았어요 저 는 양주시 에 살 고 있는데 고양시 와 파주시 가 차로 거리 에 있어서 올해 첫 여행 을 파주 에 있는 초리골 초호펜션 으로 다녀왔어요 이 곳 은 온 가족 이 할 수 있는 곳 입니다 리뷰 를 이어가면서 온 가족 이 좋아할 이유 를 설명 드리겠습니다 주차장 에 차 를 주차 하고 숙소 에 들어가기 전 사진 속 텐트 처럼 생긴 캠핑 쉼 터 가 가장 먼저 만났습니다 미리 정보 를 얻고 캠핑 을 떠났습니다,4
다나 와를 통해 카메라 와 미러리스 렌즈 를 고르는 방법 을 알아보겠습니다 카메라 와 미러리스 렌즈 는 따로 구매 해야 합니다 하지만 어떻게 사는지 모르시겠다구요 한번 읽어 보겠습니다 제 개인 적 인 의견 이 므 로 잘 못 된 정보 가 있을 수 있습니다 양해 부탁드립니다 초보자 들 이 카메라 선택 에 어려움 을 겪는 이유 중 하나 는 카메라 와 렌즈 는 따로 사야 하는데 카메라 는 이해 는 하는데 렌즈 는 전혀 모르는 경우 가 많기 때문 입니다 가장 많이 묻는 질문 중 하나 가 렌즈 도 사야 하나요 입니다 렌즈 가 포함 된 디지털 카메라 도 있지만 미러리스 카메라 는 일반 적 으로 렌즈 교환 식 입니다 그래서 렌즈 는 따로 구매 해서 본인 에게 맞는 렌즈 를 선택 해야 합니다 그래서 복잡하게 만들기 보다는 정말 간단하게 한 번 정리 해 보는 게 좋을 것 같아서 이 글 을 씁니다 다나 와 를 통해 IT 기기 가격 비교 사이트 를 보시 면 더 쉬울 것 같아서 사이트 를 보면서 정리 해 보겠습니다 한국어 http://prod.danawa.com/list/?cate=12237500&15main_12_02 들어가기 전 에 이 것 만 알 아 두자 광각 렌즈 넓은 범위 에서 촬영 하는 렌즈 표준 렌즈 일반 적 으로 사람 들 이 보는 범위 의 사진 을 촬영 하는 렌즈 망원 렌즈 멀리 서 촬영 하는 렌즈,4
울산 셀프 포토 스튜디오 연후 스튜디오 에서 크리스마스 사진 찍었어요 결혼 을 앞두고 오빠 랑 기념 사진 찍고 싶어요 울산 셀프 포토 스튜디오 연후 스튜디오 에 방문 했어요 모녀 사진 찍었던 곳 이에요 엄마 가 너무 예쁘다고 해서 같이 갔어요 오빠 엄마 아빠 명 이서 사진 찍기 로 했어요 처음 이라고 하시는 시부모 님 을 위해 부담 없이 직접 찍 을 수 있는 곳 으로 갔어요 울산 셀프 포토 스튜디오 연후 스튜디오 는 오전 오픈 이에요 예약 제로 운영 되기 때문 에 꼭 예약 해야 해 요 평일 저녁 늦게까지 오픈 한다고 해서 직장인 인 우리 에게 편리했어요 셀프 사진 은 많이 찍어 봤지만 연후 만 한 곳 이 없어서 항상 와요 우선 분위기 자체 가 너무 감성 적 이에요 사장 님 이 정말 센스 가 좋으세요 정말 감성 이 넘치는 곳 이 예요 저 를 믿고 울산 셀프 포토 스튜디오 꼭 가세 요 제 친구 들 은 연후 스튜디오 에서 이미 여러 번 사진 을 찍었어요 다른 사람 들 이 찍은 사진 을 보고 촬영 을 준비 해요 이번 에는 우리 명 이서 가족사진 을 찍었어요 그리고 크리스마스 가 다가오니까 기념 사진 도 찍기 로 했어요 울산 연후 스튜디오 사장 님 께서 많이 도와주셨기 때문 에 정말 편안하게 사진 을 찍 을 수 있었어요,4
옥상 카페 with a View 고 배율 망원경 캐논 파워 샷 줌 카메라 부산 영도 옥상 카페 with 캐논 파워 샷 줌 텍스트 사진 영상 유지관리 요즘 은 집 에 있는 시간 이 많아서 외출 할 때 는 열린 공간 을 찾게 되는데요 며칠 전 방문 한 라발 의 스카이 카페 는 영도 입구 에 위치 한 옥상 카페 입니다 호텔 건물 꼭대기 에 위치 해 있어 호텔 주변 을 도로 볼 수 있어 부산 의 독특한 풍경 을 실감 할 수 있는 곳 입니다 고 배율 망원경 을 가져오면 더욱 감상 할 수 있습니다 오늘 은 캐논 파워 샷 줌 이 있는 라발 의 스카이 카페 에 대해 이야기 해 볼게요 넓은 실내 와 비싸긴 하지만 맛있는 빵 과 음료 로 즐거운 시간 을 보낼 수 있는 곳 입니다 이 곳 이 인기 있는 이유 는 다른 데 있습니다 식당 에서 계단 한 단 을 올라가면 탁 트인 옥상 이 나오는데 그 곳 에서 보이는 경치 는 정말 대단합니다 카페 가 있는 영도 를 중심 으로 도의 전망 을 감상 할 수 있는 이 곳 은 북서쪽 을 바라보면 용두산 공원 이 있는 부산 중구 광복동 일대 왼쪽 으로는 영도대교 오른쪽 으로는 부산 대교 가 보입니다 그리고 북동쪽 으로는 부산 항 과 부산 항 대교 남서쪽 으로는 봉래산 남쪽 으로는,4
청사포 에서 미 포 를 거쳐 해운대 까지 해안 산책로 걷기 박 부산 여행 차 차 마지막 주 를 기록 적 인 폭염 이 올림픽 만큼 더웠습니다 여름 휴가 철 이 시작 되었지만 요즘 은 코로나 여파 로 예전 만큼 더워지지 않습니다 여름 휴가 라고 말 하는 것 조차 사치스러울지 몰라도 시대 가 이렇게 된 이상 모두 가 감염 을 최대한 피하 며 각자 의 방식 으로 여름 을 보냈으면 좋겠습니다 https://blog.naver.com/damho67/222445122039 지난 포스팅 에서는 부산 해운대 스카이 캡슐 을 타고 청사포 까지 가는 방법 과 하선 을 소개 해드렸는데 이번 에는 청사포 에서 미 포 까지 해안 산책로 를 따라 걷는 방법 을 포함 시키고자 합니다 저 는 청사포 역 에서 내려 청사포 어항 에서 등대 까지 가기 로 했습니다 청 모래 전시관 청 모래 청사포 등대 모양 의 청 모래 전시관 은 이 곳 의 역사 와 전설 을 기록 해 놓은 곳 이라 눈길 을 끌었다 청사포 의 전설 은 청사 라는 뱀 과 관련 이 있다 청사포 의 원래 이름 은 청사 인데 푸른 뱀 이라는 뜻 이다 이 이름 에 얽힌 전설 은 옛날 이 마을 에 행복한 부부 가 살았다는 것 이다 남편 이 낚시 를 하러 나갔다가 바다 에 빠져 죽자 아내 가 해안 바위 에 올라가 매일 기다렸다 그 를 불쌍히 여긴 용왕 이 청사포 에 청사포 를 보내,4
